station_id,timestamp,ebikes_available,classic_bikes_available,docks_available
08252414-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,20
4f9000ec-e47e-494e-9b49-61e95b5a6f03,2025/06/28 09:12,0,5,14
082494e7-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,6,9
f8b331c6-d208-4b17-b788-1a17d2520c40,2025/06/28 09:12,0,15,4
0824a28b-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,29
08251532-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,1,11
1957750905852681124,2025/06/28 09:12,0,3,7
0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,2025/06/28 09:12,1,1,16
29b65d73-fc99-42e3-9007-2175402a5c56,2025/06/28 09:12,0,10,5
63fa246c-6bed-41f0-97eb-d2d7888c1db0,2025/06/28 09:12,4,1,10
08263b6d-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,14
7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,2025/06/28 09:12,0,10,5
08249b10-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,8,3
d3cf2811-ca2e-4d2c-9843-8a90049b7b80,2025/06/28 09:12,1,4,7
1934706002043462112,2025/06/28 09:12,1,8,6
30b5e0c1-7ca6-4050-8566-3fccf0b60890,2025/06/28 09:12,0,7,12
7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,2025/06/28 09:12,0,2,13
0824e2e3-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,9,5
2090124359743376372,2025/06/28 09:12,1,1,12
0824f3d6-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,15
2092445515673610924,2025/06/28 09:12,1,8,10
1875305027705686898,2025/06/28 09:12,3,2,7
a8ffa826-a14d-4bb0-ab33-de6b8c34d190,2025/06/28 09:12,0,3,8
d1fd7121-67e3-46a9-b415-e84a565394f2,2025/06/28 09:12,0,1,17
0825738d-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,1,15
08261ee4-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,0,8
0824aa39-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,9,17
0824799f-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,19
0826533b-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,0
082492e1-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,2,6,7
0825f4f2-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,4,10
1900610962867255780,2025/06/28 09:12,0,3,9
1999643103701119546,2025/06/28 09:12,0,5,10
568a84a6-8911-48aa-8ad4-9a1b46564e9d,2025/06/28 09:12,1,10,8
89263cc9-13f6-4185-b315-5164c9bb930e,2025/06/28 09:12,2,11,5
8dfb34e2-7f75-4359-a374-5bf5e86c4793,2025/06/28 09:12,1,0,10
082652d2-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,14
72e7c396-11ad-4e88-bf4b-e60584f748fc,2025/06/28 09:12,0,14,5
08261245-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,12,6
0825b27e-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,10
9c6fb0a8-d371-433f-b52e-ca47881156b3,2025/06/28 09:12,1,5,8
08250172-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,2,20
0825756e-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,9
d0a82ee8-e718-4598-aa5e-dda9292c248c,2025/06/28 09:12,1,2,16
a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,2025/06/28 09:12,1,7,3
889571f8-5774-4097-a31f-4b6e3f5b4381,2025/06/28 09:12,0,8,8
199df30f-328b-48af-8627-952bd9d6fe7c,2025/06/28 09:12,0,7,8
d8f65b11-57ec-4a9f-9b52-f5696e129f02,2025/06/28 09:12,2,6,9
0824791a-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,3,16
0826176a-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,19
0826233f-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,11,7
08264173-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,2,12
082477f4-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,14,5
bcb21167-85ed-4374-8807-d9409aaa01a5,2025/06/28 09:12,0,4,11
5b745524-d0d3-4197-8c69-0ad4e5761883,2025/06/28 09:12,0,4,15
082493a5-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,6,9
29f174dd-e7bc-4329-a570-0220f0d1be84,2025/06/28 09:12,0,12,0
07a453e5-2e14-4276-85df-49e0d6144e54,2025/06/28 09:12,0,5,13
08254037-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,30
1957757292469049786,2025/06/28 09:12,0,3,7
ae00650a-be2d-4912-8f0d-8338b3754eed,2025/06/28 09:12,0,7,6
54962348-19dd-47b8-a816-bce25eb658a1,2025/06/28 09:12,0,12,6
0824fd71-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,15
e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,2025/06/28 09:12,0,3,9
0824739d-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,1,10
1917259953969440770,2025/06/28 09:12,0,5,5
f0d7675e-2ce0-41e7-94f5-28ca712fa456,2025/06/28 09:12,0,4,11
2574f980-163e-4b9b-8107-6145615815b3,2025/06/28 09:12,0,1,18
0825fa8b-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,13
83fa4699-b2ee-4f14-af3b-167f34a62fb4,2025/06/28 09:12,0,2,10
0825f3d4-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,14,1
ae007456-14ad-4619-a92e-e3a40f93a412,2025/06/28 09:12,0,0,18
08249ef2-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,7,19
9973e0f4-23dd-4b50-9ef4-8408fa8a1105,2025/06/28 09:12,0,13,1
08252260-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,2,19
461df1a0-fac6-4a11-ac4c-ff795e6299c9,2025/06/28 09:12,0,0,18
082544b7-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,1,0,12
08256e7b-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,22
082630e2-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,15,0
082614e4-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,16
3dd9e864-a5fc-4c27-b18e-325226089293,2025/06/28 09:12,0,0,15
08247c29-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,3,11
97506e92-1d23-4396-8ec8-e1901ccc22fa,2025/06/28 09:12,0,0,12
d61b3881-e324-4c6d-aa92-849716c70b04,2025/06/28 09:12,0,8,3
7fcbf92d-a257-4973-828b-181d5602eee5,2025/06/28 09:12,0,6,11
08247baa-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,2,13
0099b016-32c9-4536-ac4c-dcc1a117bd95,2025/06/28 09:12,0,8,7
0825bd74-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,9
082543d4-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,0,14
08256a59-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,1,10
1890899353648060422,2025/06/28 09:12,0,4,8
2070121376129326036,2025/06/28 09:12,1,6,4
0825275b-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,3,11
0824e24c-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,3,4,16
08264525-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,5,10
0825f946-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,12,2
08256b2e-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,5,10
a7b98322-bdbb-421e-b2e4-1bb42ef9d01f,2025/06/28 09:12,2,3,12
08264392-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,2,12
082516c1-1f3f-11e7-bf6b-3863bb334450,2025/06/28 09:12,0,11,7
